"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
612488,"Core","Graphics","adam","RESOLVED","FIXED","gfxFontStyle::featureSettings should be a direct nsTArray","2010-12-09 05:18:47"
646748,"Core","XPCOM","adam","RESOLVED","FIXED","""Unknown error"" occurs when trying to open a file with Across Lite from Firefox","2011-07-25 06:16:08"
646857,"Websites","markup.mozilla.org","adam","RESOLVED","FIXED","Configure MarkUP to send database reads and writes to different database servers","2011-05-09 14:05:44"
647362,"Websites","markup.mozilla.org","adam","RESOLVED","FIXED","Use HTTP status codes for AJAX errors","2011-05-09 15:34:10"
647372,"Websites","markup.mozilla.org","adam","RESOLVED","FIXED","Use WebM video with Flash fallback for GML overview","2011-04-14 15:39:44"
647384,"Websites","markup.mozilla.org","adam","RESOLVED","FIXED","Apache+wsgi leads to endless redirect /en -> /en","2011-05-09 12:01:18"
648534,"Websites","markup.mozilla.org","adam","RESOLVED","FIXED","Make UX/Site optimizations to MarkUP","2011-04-08 16:48:12"
688891,"Core","JavaScript Engine","adam","RESOLVED","FIXED","Change Sprinter to js::CStringBuilder backed by js::Vector storage","2012-09-30 01:10:03"
725765,"Core","JavaScript Engine","adam","RESOLVED","FIXED","Sprinter cleanup","2012-02-16 03:06:42"
775405,"Firefox Build System","General","adam","RESOLVED","FIXED","Build fails with ""arch: posix_spawnp: egrep: Bad CPU type in executable"" when MacPorts egrep is on $PATH","2018-03-02 12:12:20"
803318,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Improved handling of constraints and more tests","2012-11-17 06:36:23"
814038,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Incorrect, inconsistent handling of initial offer with c=IN IP4 0.0.0.0","2012-11-24 17:06:24"
817432,"Core","WebRTC: Networking","adam","RESOLVED","FIXED","Use correct ICE ufrag/passwords.","2014-05-05 17:53:05"
820410,"Core","WebRTC: Networking","adam","RESOLVED","FIXED","Audit/Clean up buffer handling in nICEr STUN code","2014-11-19 19:37:25"
821003,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","There are 258 snprintfs in signalling that should be replaced","2013-11-25 13:27:05"
825336,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Add constraint to suppress data channel","2013-01-01 10:02:05"
831342,"Core","Widget","adam","RESOLVED","FIXED","warnings about rollups (rollupWidget) too noisy (OS X)","2013-02-12 14:20:10"
834153,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Queue CreateAnswer in PC.js","2013-01-26 17:10:32"
841566,"Testing","Mochitest","adam","RESOLVED","FIXED","Turn on testserver logging for WebRTC-related systems","2013-12-17 13:07:25"
842549,"Core","WebRTC: Networking","adam","RESOLVED","FIXED","We should emit trickle ICE candidates","2014-03-02 03:36:28"
842716,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Should report Gecko version in SDP","2014-12-09 08:57:16"
846368,"Core","General","adam","RESOLVED","FIXED","Add number of bytes requested to OOM last-gasp","2013-03-17 17:38:15"
846942,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Add thread names to WebRTC signaling system log messages","2013-04-08 13:35:17"
848173,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Further WebRTC logging tweaks","2013-03-08 00:49:50"
864982,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Remove legacy err_msg/buginf/notice_msg logging in SIPCC","2013-04-26 17:14:51"
872013,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","SIPCC fails to start if it can't mkdir the directory it wants in /tmp","2013-05-15 19:02:01"
874008,"Core","WebRTC: Networking","adam","RESOLVED","FIXED","Check format strings for r_log","2013-05-21 10:54:13"
874306,"Core","WebRTC: Networking","adam","RESOLVED","FIXED","Add PC identifier to ICE logging","2013-05-21 10:55:20"
878082,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Move handle generation to after PSM setup","2013-06-04 14:54:08"
880067,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Generate rtcp-fb in SDP (appears to break interop)","2013-09-18 03:22:08"
892594,"Core","JavaScript Engine","adam","RESOLVED","FIXED","Fix LIR-Common.h to work with clang++ 4.1","2013-07-12 10:59:43"
899485,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Have SDP handling return sensible cause codes","2013-07-31 10:46:08"
901706,"Core","DOM","adam","RESOLVED","FIXED","IPeerConnectionObserver may need IID revved","2013-08-05 20:27:47"
901707,"Core","DOM","adam","RESOLVED","FIXED","IPeerConnection may need IID revved","2013-08-05 20:27:41"
906843,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Investigate and address signaling inefficiencies in WebRTC signaling","2013-09-12 09:47:05"
919767,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","SIPCC CallInfo objects don't get cleaned up until browser closes","2013-09-26 04:46:47"
921656,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","onicecandidate not being invoked if ICE gathering finishes before SetLocalDescription does","2013-10-03 08:12:23"
922245,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","SDP longer than 4k in length is truncated, causing errors","2013-10-01 03:00:16"
924543,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","CreateOffer doesn't call onError callback when limit is reached","2015-05-20 10:34:10"
935038,"Mozilla Localizations","da / Danish","adam","RESOLVED","FIXED","Danish Localization of Mac platformKeys is broken","2013-11-14 09:31:24"
962753,"Webmaker","Metrics","adam","RESOLVED","FIXED","Ship Webmaker developer documentation on Google Analytics Events Tracking","2014-02-04 09:20:49"
965198,"Webmaker","Metrics","adam","RESOLVED","FIXED","Convert GA Events Guide into a 'why' document, and use the analytics module for the 'how'","2014-01-30 06:07:49"
965328,"Webmaker","Metrics","adam","RESOLVED","FIXED","Ensure relevant work week participants have access to Google Analytics reports for webmaker sites","2014-02-06 10:42:09"
966286,"Webmaker","Engagement Ladder","adam","RESOLVED","FIXED","Build an MVP contribution dashboard","2014-04-02 08:43:58"
970843,"Webmaker","Metrics","adam","RESOLVED","FIXED","Add article to SUMO about why we are A/B testing","2014-02-13 06:07:10"
971987,"Hello (Loop)","Client","adam","RESOLVED","FIXED","Evaluate whether to continue using social API for client","2014-09-17 16:04:55"
976062,"Webmaker","DevOps","adam","RESOLVED","FIXED","Hosting setup for 'Gitribution' App","2014-03-21 08:58:56"
978446,"Hello (Loop)","General","adam","RESOLVED","FIXED","Update README to reflect registration step","2014-09-15 12:30:20"
982042,"Webmaker","webmaker.org","adam","RESOLVED","FIXED","Add GA Event Tracking to Carousel on Homepage","2014-04-07 08:20:15"
991357,"Webmaker","Engagement Ladder","adam","RESOLVED","FIXED","Update contributor dashboard when user submits a teaching kit","2014-08-12 01:13:47"
993592,"Webmaker","Engagement Ladder","adam","RESOLVED","FIXED","Update contributor dashboard when user creates an event","2014-04-15 01:15:00"
1000231,"Webmaker","webmaker.org","adam","RESOLVED","FIXED","Reporting on sign-ups and conversion rates from Mozilla.org","2014-05-13 06:15:46"
1001847,"Webmaker","Metrics","adam","RESOLVED","FIXED","Update wiki.mozilla.org/Webmaker/Metrics to include links to all metrics and dashboard documentation","2014-04-29 16:20:17"
1003116,"Webmaker","Metrics","adam","RESOLVED","FIXED","API to report on referrer stats to build a dashboard","2014-04-30 10:13:02"
1007872,"Webmaker","webmaker.org","adam","RESOLVED","FIXED","Help Aki & Kate access Optimizely","2014-05-12 03:35:32"
1010386,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Request QA be added as a MoCo team for Ad-hoc contribution logger","2014-05-15 01:47:29"
1014056,"Webmaker","Metrics","adam","RESOLVED","FIXED","Adjust dashboards for Webmaker traffic","2014-05-23 04:02:43"
1016318,"Webmaker","Metrics","adam","RESOLVED","FIXED","Maker Party Prep: File and update all metrics tickets","2014-05-30 08:28:06"
1017684,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","[meta] Adhoctribution can count contributor badges in Mozbadges","2014-06-13 08:29:50"
1017755,"Core","WebRTC: Networking","adam","RESOLVED","FIXED","DTLS 'Would have blocked' messages are too noisy","2014-05-31 20:33:10"
1018174,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Setup a mailing list and add this to the wiki page","2014-06-02 09:29:43"
1018228,"Webmaker","Metrics","adam","RESOLVED","FIXED","Track an Optimizely conversion when a new account is created","2014-06-18 11:23:53"
1018954,"Webmaker","Metrics","adam","RESOLVED","FIXED","Record a Google Analytics event when a web lit resource is submitted","2014-06-25 01:30:56"
1020540,"Hello (Loop)","Client","adam","RESOLVED","FIXED","Include only those components we need from SJCL","2014-08-28 13:19:39"
1021036,"Hello (Loop)","Client","adam","RESOLVED","FIXED","Using grey default buttons is confusing","2014-08-28 10:43:17"
1021875,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Specify data format required for putting MoCo data into dashboard","2014-06-13 05:54:27"
1022772,"Hello (Loop)","Client","adam","RESOLVED","FIXED","SJCL should be unminified, versioned","2014-08-28 13:19:56"
1024480,"Webmaker","Metrics","adam","RESOLVED","FIXED","Get GA tracking code to use on unbounce pages and document this","2014-06-18 03:43:58"
1024960,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Build organic account projections into the Gauntlet Dashboard data","2014-06-23 08:00:45"
1027041,"Webmaker","Metrics","adam","RESOLVED","FIXED","Add Optimizely Conversion Tracking to webmaker-analytics","2014-06-19 03:11:37"
1029536,"Webmaker","Metrics","adam","RESOLVED","FIXED","Webmaker RID script incorrectly parses values with hyphens","2015-10-20 15:26:46"
1031025,"Core","General","adam","RESOLVED","FIXED","Update .hgignore to ignore Loop unit test files","2014-06-28 17:43:37"
1033386,"Webmaker","Metrics","adam","RESOLVED","FIXED","Build an Appmaker ""Top 10s"" Dashboard V1","2014-08-14 03:49:59"
1033573,"Hello (Loop)","General","adam","RESOLVED","FIXED","Update Loop calling API to include calling party release channel","2014-10-26 07:03:19"
1036026,"Webmaker","Events","adam","RESOLVED","FIXED","Ensure we're counting all relevant Maker Party event data","2014-08-05 04:02:49"
1036273,"Webmaker","Metrics","adam","RESOLVED","FIXED","Test sending a % of snippet traffic direct to the new low bar CTA","2014-08-07 03:36:45"
1039729,"Webmaker","Metrics","adam","RESOLVED","FIXED","Pull Made With Code data","2014-08-22 04:05:07"
1040156,"Webmaker","Metrics","adam","RESOLVED","FIXED","Update welcome.webmaker.org text with the winning variations","2014-07-22 09:19:16"
1041992,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Add trendlines to the MoFo dashboard as a feedback mechanism","2014-08-12 04:14:27"
1041997,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Optimizely ConversionGoal Event isn't firing in webmaker-analytics","2014-08-14 05:13:36"
1046135,"Webmaker","webmaker.org","adam","RESOLVED","FIXED","Metrics setup / testing for new user flow","2014-07-30 09:34:42"
1046655,"Webmaker","Engagement Ladder","adam","RESOLVED","FIXED","Net Neutrality Landing Page getting stuck on the BSD form","2014-08-01 06:33:19"
1046831,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Generate GA for the Advocacy site","2014-08-07 12:08:31"
1047502,"Webmaker","welcome.webmaker.org","adam","RESOLVED","FIXED","[meta] Alternate Webmaker signup landing pages","2014-10-07 01:34:13"
1048296,"Webmaker","Engagement Ladder","adam","RESOLVED","FIXED","Landing pages: Webmaker-analytics events tracking is not recording","2014-08-05 01:38:34"
1049424,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Ship a campaign URL builder / tester app","2014-09-22 01:51:46"
1049456,"Webmaker","webmaker.org","adam","RESOLVED","FIXED","Add Optimizely into new angular templates","2014-08-13 07:47:37"
1052060,"Webmaker","Engagement Ladder","adam","RESOLVED","FIXED","Create optimizely test for bullet points on welcome.wmo signup pages","2014-08-26 08:01:28"
1052850,"Core","WebRTC: Signaling","adam","RESOLVED","FIXED","Firefox uses remote PT instead of local PT for received RTP","2014-08-16 14:49:20"
1053144,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Mofointegration: Find a way to automate loading of flat files (e.g. csv)","2014-08-19 05:58:41"
1053145,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Mofointegration: Build an email key across all tables to use as the root of the wrapup table","2014-08-22 03:56:05"
1053149,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Simplify transfer of Baloo data from Tableau to Dashboard","2014-10-07 07:02:16"
1053151,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Integrate team projection documents into dashboard trendlines","2014-09-10 13:22:07"
1054969,"Webmaker","Metrics","adam","RESOLVED","FIXED","Allow Optimizely to frame webmaker.org","2014-08-19 01:04:37"
1055139,"Hello (Loop)","Client","adam","RESOLVED","FIXED","Loop client needs to provide hook for load balancing Simple Push servers","2014-12-09 10:31:21"
1055319,"Hello (Loop)","Client","adam","RESOLVED","FIXED","Add soft-start mechanism for Loop in release builds","2014-10-22 13:29:38"
1055463,"Webmaker","Metrics","adam","RESOLVED","FIXED","Update webmaker-analytics version number in webmaker-auth-client","2014-09-11 07:42:21"
1056909,"Community Building","Systems and Data","adam","RESOLVED","FIXED","[Baloo] Update Schema to include github issues","2014-08-22 03:00:13"
1056918,"Hello (Loop)","Client","adam","RESOLVED","FIXED","LoopContacts should allow distinguishing between 'not found' and 'database error' programmatically","2014-11-06 14:52:39"
1058603,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Check email restults from 2 recent sends","2014-09-11 07:05:46"
1058611,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Prep slide deck for next MoFo call: Contributor numbers and data","2014-09-10 13:17:47"
1058625,"Webmaker","welcome.webmaker.org","adam","RESOLVED","FIXED","Remove bullet points from landing page","2014-08-28 03:43:57"
1059739,"Webmaker","welcome.webmaker.org","adam","RESOLVED","FIXED","Temporary Quick-fix CTA page post account creation from snippet","2014-09-04 02:19:21"
1059774,"Webmaker","Metrics","adam","RESOLVED","FIXED","Run on-page optimization test on current winning snippet funnel","2014-09-09 06:35:08"
1060289,"Webmaker","Metrics","adam","RESOLVED","FIXED","Survey Landing Page: Implement winning content from Optimizely test","2014-08-29 09:41:17"
1060305,"Webmaker","welcome.webmaker.org","adam","RESOLVED","FIXED","Route snippet funnel traffic to the pledge CTA","2014-08-29 09:40:55"
1060379,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Add recent test write-ups to the webmaker testing hub page","2014-09-09 06:42:41"
1060380,"Webmaker","Metrics","adam","RESOLVED","FIXED","Look at organic traffic keywords to Webmaker","2014-09-15 02:28:11"
1060812,"Hello (Loop)","General","adam","RESOLVED","FIXED","TypeError: contact is null: onContactRemoved@chrome://mochitests/content/browser/browser/components/loop/test/mochitest/browser_LoopContacts.js:120:7 in mochitest-bc runs","2014-11-06 14:56:15"
1066095,"Webmaker","webmaker.org","adam","RESOLVED","FIXED","Update webmaker-auth-client in webmaker.org to latest version (0.1.14)","2014-09-11 09:04:31"
1066816,"Hello (Loop)","Client","adam","RESOLVED","FIXED","Allow OT toolkit to set GUID for analytics","2014-10-06 12:58:04"
1067584,"Webmaker","Metrics","adam","RESOLVED","FIXED","Separate localization from content in contributor dashboard","2014-09-17 05:43:22"
1067895,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Look at # of donations by referrals for 2013 EOY","2014-09-18 03:57:48"
1067897,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Setup some donation ads in Grant account for extra pre-EOY test traffic","2014-09-18 03:58:34"
1067898,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Setup Optimizely on donation forms","2014-09-18 03:58:06"
1069266,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Gear Store: Basic Google Analytics","2014-10-22 03:17:55"
1069538,"Webmaker","welcome.webmaker.org","adam","RESOLVED","FIXED","[meta] Make Webmaker New User Funnel 'automated'","2014-10-02 08:27:41"
1072153,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Check in with MoCo re GTM and UA","2015-03-24 06:04:34"
1073126,"Mozilla Foundation Communications","Website","adam","RESOLVED","FIXED","F.M.O - ""Live Version"" Visualizations - # of Donors by Source Data","2014-11-28 22:11:59"
1076850,"Webmaker","welcome.webmaker.org","adam","RESOLVED","FIXED","Update thank you page URL in webmaker new user funnel","2014-10-02 06:38:31"
1090842,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","QA Google Analytics and Optimizely Tags on new EOYFR forms","2014-11-17 04:03:02"
1091359,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Launch Sequential Donation Form as A/B test Against 1-page","2014-11-28 05:38:41"
1093761,"Webmaker","Metrics","adam","RESOLVED","FIXED","Conduct analysis of EOY form test","2014-11-17 04:05:31"
1102235,"Mozilla Foundation Communications","Website","adam","RESOLVED","FIXED","GA Tracking on Bitcoin Thank you Page","2014-12-08 12:31:05"
1103099,"Mozilla Foundation Communications","Website","adam","RESOLVED","FIXED","F.M.O. -  transformtogeckoboard.herokuapp.com fixes","2014-11-24 01:51:13"
1103890,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Metrics QA for Sequential Donation Form","2014-11-27 03:25:11"
1104187,"Webmaker","webmaker.org","adam","RESOLVED","FIXED","Create benchmarks from new webmaker.org splash rev","2014-12-10 08:58:48"
1104417,"Mozilla Foundation Communications","Website","adam","RESOLVED","FIXED","F.M.O - Feedback for Donors by Source Graph","2014-12-02 22:37:17"
1105500,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Testing matrix for existing Donation Amounts Snippet","2014-12-22 11:58:48"
1105504,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Run a proof of concept Optimizely test on the 1-page donation form","2014-11-26 14:59:37"
1105536,"Mozilla Foundation Communications","Website","adam","RESOLVED","FIXED","F.M.O - Back-fill data for the Donors by Country Graph","2014-11-27 03:01:10"
1105738,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test Headline Text","2014-12-01 04:42:41"
1106015,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test 1-page vs Sequential Form","2014-12-02 21:08:17"
1106139,"Mozilla Foundation Communications","Website","adam","RESOLVED","FIXED","What's the process to use winning Optimizely variant?","2014-12-02 16:59:22"
1106534,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test Headline Text (Sequential Form)","2014-12-19 12:42:11"
1106939,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test Branding: Mozilla / Firefox / Both /None","2014-12-10 06:42:16"
1106989,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test - removing elements","2014-12-03 06:09:02"
1106994,"Mozilla Foundation Communications","Website","adam","RESOLVED","FIXED","Make the Source names from GA more friendly","2014-12-10 08:58:34"
1107513,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test - Button Color","2014-12-05 11:49:04"
1107753,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test - Adding 'Donate with Bitcoin' link to the footer","2014-12-09 02:40:04"
1107957,"Webmaker","Communications","adam","RESOLVED","FIXED","EOY snippet: Change to yellow highlight variant of ""Select Amount"" snippet","2014-12-09 12:32:59"
1108769,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test - PayPal only form option","2014-12-17 11:54:48"
1108774,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","PayPal only form needs to accept pre-selected donation amount via URL","2014-12-10 11:03:41"
1108987,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test - Firefox for Android Simple PayPal option","2014-12-16 13:55:17"
1109300,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test - Footer Variants","2014-12-15 14:41:35"
1109628,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY A/B Test: Removing Logos","2014-12-12 12:15:38"
1112206,"Webmaker","webmaker.org","adam","RESOLVED","FIXED","Set up A/B testing with Optimizely for splash page","2015-01-16 08:34:30"
1112349,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","EOY: Testing & tracking for 'disruptive' snippet","2015-01-01 12:19:33"
1112744,"Snippets","Campaign","adam","RESOLVED","FIXED","Requesting new variant of EOY Snippet","2014-12-22 14:40:59"
1114743,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Remove Optimizely from prod to reduce resource loads","2014-12-23 12:16:08"
1125943,"Mozilla Foundation","Metrics","adam","RESOLVED","FIXED","Add {SUGGESTED NAME} as a new Medium/Source on the Campaign URL Builder","2015-01-27 03:45:28"
1129507,"Hello (Loop)","Client","adam","RESOLVED","FIXED","Honor DNT for Loop analytics","2015-04-09 05:42:16"
1197366,"Hello (Loop)","Client","adam","RESOLVED","FIXED","Suppress 404 errors for missing CSS","2015-08-25 13:52:27"
1266571,"Core","General","adam","RESOLVED","FIXED","Add telemetry to measure incidence of non-TLS use of HTTP AUTH","2016-05-03 07:22:17"
133243,"SeaMonkey","Themes","adam+bugs","RESOLVED","FIXED","JS Console icons misnamed in Classic theme.","2008-07-31 01:19:24"
532108,"MailNews Core","MIME","adam.buchbinder","RESOLVED","FIXED","Null pointer dereference or redundant check in mailnews/mime/src/mimei.cpp.","2010-03-18 06:41:41"
532466,"MailNews Core","Import","adam.buchbinder","RESOLVED","FIXED","Memory leak in mailnews/import/src/nsImportFieldMap.cpp.","2010-01-09 10:43:10"
532468,"MailNews Core","MIME","adam.buchbinder","RESOLVED","FIXED","Memory leak in mailnews/mime/src/mimecms.cpp.","2010-01-09 10:32:26"
532471,"MailNews Core","MIME","adam.buchbinder","RESOLVED","FIXED","Memory leak in mailnews/mime/src/mimemcms.cpp.","2010-01-06 03:00:08"
532476,"MailNews Core","MIME","adam.buchbinder","RESOLVED","FIXED","Memory leak in mailnews/mime/src/mimemoz2.cpp.","2009-12-17 00:53:19"
458225,"Testing Graveyard","Mozmill","adam.christian","RESOLVED","FIXED","Need a way to toggle freezing of mozmill DOM Explorer upon clicking","2016-08-24 09:02:38"
1355166,"Firefox","New Tab Page","adam.kasztenny","RESOLVED","FIXED","Remove remote newtab's dead code","2018-03-15 10:14:19"
570134,"Core","IPC","adam.michel","RESOLVED","FIXED","Building with Apples llvm-gcc-4.2 fails on IPC","2010-10-31 16:20:55"
116020,"Webtools","MXR","adamf","RESOLVED","FIXED","LXR does not cross-reference Javascript","2008-07-21 08:58:45"
66934,"Core","Document Navigation","adamlock","RESOLVED","FIXED","window.print() from javascript as page loads causes crash","2001-05-13 05:16:07"
67723,"Core","Document Navigation","adamlock","RESOLVED","FIXED","crash whenever popping up second browser window in viewer (nsDocShellTreeOwner::IsModal)","2001-02-14 05:15:20"
69737,"Core","Document Navigation","adamlock","RESOLVED","FIXED","Win95 (actually Win ME) build fails in embedding","2001-08-12 08:01:09"
70760,"Core","Document Navigation","adamlock","RESOLVED","FIXED","run-mozilla.sh has hardcoded reference to mozilla-bin","2001-10-01 11:44:41"
71515,"Core","Document Navigation","adamlock","RESOLVED","FIXED","Reentrance in js_AllocGCThing which leads to crash in debug version","2001-04-27 04:20:51"
71715,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","Build process should not register ActiveX controls","2012-04-04 01:09:47"
72009,"Core","Embedding: APIs","adamlock","RESOLVED","FIXED","nsIWebBrowser persist should be able to save a document as plain text source","2001-09-28 09:54:01"
75063,"Core","Document Navigation","adamlock","RESOLVED","FIXED","Typing mozilla.org\ gives unexpected results.","2014-01-10 10:38:49"
75623,"Core","Document Navigation","adamlock","RESOLVED","FIXED","OnStartDocumentLoad() can be called >1 time","2001-04-12 20:26:53"
76654,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","ActiveX control does not use profiles","2012-04-04 01:09:47"
77909,"Core","Embedding: APIs","adamlock","RESOLVED","FIXED","Make nsWebBrowserPersist into a component, sort out refcount, progress issues","2001-09-26 13:08:14"
78810,"Core","Document Navigation","adamlock","RESOLVED","FIXED","CreateFixupURI does not handle view-source:www.cnn.com correctly","2001-11-06 15:00:59"
81717,"Core","Document Navigation","adamlock","RESOLVED","FIXED","backslash in data: url converted to forward slash","2003-01-11 02:27:28"
82116,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","ActiveX control opens links in new window","2012-04-04 01:09:47"
82339,"Core","Embedding: APIs","adamlock","RESOLVED","FIXED","Embedding samples probably shouldn't use boiler-plate licences","2002-06-19 13:23:48"
83598,"Core","Document Navigation","adamlock","RESOLVED","FIXED","Clicking twice on JavaScript popup image crashes browser","2001-10-27 19:49:17"
84496,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","Control does not fire TitleChange events","2012-04-04 01:09:47"
87353,"Core","Embedding: APIs","adamlock","RESOLVED","FIXED","nsIWebNavigation::Reload() using mask flag crashes embedding app","2003-05-26 05:14:27"
87622,"Core","Localization","adamlock","RESOLVED","FIXED","Linux n6.1: embed.jar located outside language pack in browser.xpi","2001-11-19 17:12:40"
87996,"Core","Document Navigation","adamlock","RESOLVED","FIXED","Anchors with special characters do not work properly","2010-07-26 05:06:11"
88081,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","Focus doesn't work properly in the ActiveX control","2012-04-04 01:09:47"
89118,"Core","Document Navigation","adamlock","RESOLVED","FIXED","No error message for bad URL","2008-07-01 00:28:49"
92534,"Core","DOM","adamlock","RESOLVED","FIXED","nsDOMWalker allocates and frees too much","2001-08-18 03:03:50"
93816,"Core","Document Navigation","adamlock","RESOLVED","FIXED","Browser crash upon clicking in page body of this site","2002-01-15 19:46:30"
94229,"Core","Document Navigation","adamlock","RESOLVED","FIXED","Closing cnn.com popup window crashes embedding app","2001-08-24 11:18:47"
96923,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","[ActiveX] IHTMLDocument2::open and obviously IHTMLDocument2::write always failed when called on an activeX mozilla browser from VB","2012-04-04 01:09:47"
100549,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","The AcitveX Control for Hosting Netscape plugins in IE does not work for multiple plug-ins of the same type.","2012-04-04 01:09:47"
100629,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","[ActiveX] Share IWebBrowser::Navigate code between plugin and control","2012-04-04 01:09:47"
102413,"Core","Document Navigation","adamlock","RESOLVED","FIXED","nsIWebShell's GetURL using const PRUnichar**","2001-10-08 13:58:33"
102576,"Core","Document Navigation","adamlock","RESOLVED","FIXED","fix nsDocShell::FindChildWithName() & nsDocShell::GetName() to remove unnecessary strdup","2001-10-20 04:47:06"
105458,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","Use do_GetService instead of nsServiceManager","2012-04-04 01:09:47"
108268,"Core","Embedding: APIs","adamlock","RESOLVED","FIXED","WebBrowserPersist ever uncompress files","2001-11-21 18:10:45"
109890,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","ActiveX control for hosting plugin's NPP_PostURL impl does not work on authenticated URLs","2012-04-04 01:09:47"
110135,"Core","Embedding: APIs","adamlock","RESOLVED","FIXED","New flags and properties on nsIWebBrowserPersist for editor","2002-03-26 20:53:44"
110299,"Core","Document Navigation","adamlock","RESOLVED","FIXED","can't load files manually from url bar","2001-11-16 04:12:51"
112214,"SeaMonkey","Build Config","adamlock","RESOLVED","FIXED","Add documentation build rule to client.mak, client.mk","2004-11-22 17:25:08"
112472,"Core Graveyard","Embedding: ActiveX Wrapper","adamlock","RESOLVED","FIXED","ActiveX should be in the Win32 embedding dist","2012-04-04 01:09:47"
113827,"Core","Document Navigation","adamlock","RESOLVED","FIXED","nsDSWebProgressListener.cpp This file is now longer used...","2001-12-06 16:42:35"
